RnkIMDNoEd,No_qual,Maori,Drive_priv,Bus,Masters_,AnyUni,Bike
2715,23.1,4.5,51.3,2.6,1.9,40.3,0
880,16.7,6,58.8,5.2,3.9,41.7,7.1
4363,19.4,10.6,56,8.1,3.3,37.9,8.7
2681,21.9,13.7,60.1,3.8,4,39.2,8.7
1941,18.1,9,59.2,3.8,5,40.3,10.2
1039,7.2,6.6,52,2.5,9.1,52,8.7
253,16.1,6.2,62.7,1.9,4,37.5,2.4
636,16.1,6.2,62.7,1.9,4,37.5,2.4
3638,18.1,9,59.2,3.8,5,40.3,10.2
652,16.7,6,58.8,5.2,3.9,41.7,7.1
1216,7.2,6.6,52,2.5,9.1,52,8.7
3285,21.9,13.4,66.8,3.5,2.2,32.7,3.3
4049,21.9,13.4,66.8,3.5,2.2,32.7,3.3
3013,20.6,11,67.2,2.3,2.1,31.8,2.7
5652,18.1,15.1,57.1,4.3,4.2,39,11.3
1977,18.1,9,59.2,3.8,5,40.3,10.2
5082,18.2,12.8,58.1,5,5.5,42.4,9.9
2228,18.1,15.1,57.1,4.3,4.2,39,11.3
2626,22.6,11.9,67.4,2.9,1.6,31.2,1.5
4334,20.7,10.4,60.6,5.7,3.2,33.5,3.6
1,9.6,7.7,57,1.7,7.8,50.3,7.9
1795,7.2,6.6,52,2.5,9.1,52,8.7
365,8,5.9,55.4,2.4,11.8,54.4,8.7
2552,20.7,10.4,60.6,5.7,3.2,33.5,3.6
84,9.6,7.7,57,1.7,7.8,50.3,7.9
3034,9.6,7.7,57,1.7,7.8,50.3,7.9
3465,18.1,15.1,57.1,4.3,4.2,39,11.3
3392,18.1,9,59.2,3.8,5,40.3,10.2
4181,21.9,13.4,66.8,3.5,2.2,32.7,3.3
2599,13.8,10.1,56.8,3.2,6.2,44.7,12.7
284,20.6,11,67.2,2.3,2.1,31.8,2.7
1431,28.5,14.8,68.2,4.3,1.2,27.5,1.9
3421,20.6,11,67.2,2.3,2.1,31.8,2.7
4342,18.2,12.8,58.1,5,5.5,42.4,9.9
4293,18.2,12.8,58.1,5,5.5,42.4,9.9
813,21.9,13.4,66.8,3.5,2.2,32.7,3.3
1061,9.6,7.1,53.6,4.1,7.5,50.8,10.6
387,5.9,4.2,64.3,0,17.7,58.9,7.1
4115,18.1,15.1,57.1,4.3,4.2,39,11.3
2673,9.6,7.7,57,1.7,7.8,50.3,7.9
944,9.3,9.9,60.1,2.5,5.6,50.4,7.8
19,8,5.9,55.4,2.4,11.8,54.4,8.7
1117,9.3,9.9,60.1,2.5,5.6,50.4,7.8
2505,20.6,11,67.2,2.3,2.1,31.8,2.7
2466,13.8,10.1,56.8,3.2,6.2,44.7,12.7
4870,5.6,15.2,48.6,2.9,2.8,44.4,8.6
2893,9.6,7.1,53.6,4.1,7.5,50.8,10.6
2835,9.6,7.1,53.6,4.1,7.5,50.8,10.6
1573,13.8,10.1,56.8,3.2,6.2,44.7,12.7
4309,28.5,14.8,68.2,4.3,1.2,27.5,1.9
2755,13.8,10.1,56.8,3.2,6.2,44.7,12.7
877,9.3,9.9,60.1,2.5,5.6,50.4,7.8
3713,8.9,7.4,45.3,5.2,7.7,53.2,9.6
3647,14,10.1,59.3,3.9,5.5,41.2,8.6
1366,13.8,10.1,56.8,3.2,6.2,44.7,12.7
2090,9.3,9.9,60.1,2.5,5.6,50.4,7.8
4401,19.5,9.3,55.2,6.6,4.2,37.6,11.2
121,8.1,5.1,56.7,1.7,11,57.2,12.1
2417,10.6,7.8,57.4,4.8,5.7,49.6,8.6
4554,28.5,14.8,68.2,4.3,1.2,27.5,1.9
690,8.1,5.1,56.7,1.7,11,57.2,12.1
3183,22.9,11.5,63,3.4,2.9,32.5,5.3
1196,8,5.9,55.4,2.4,11.8,54.4,8.7
3847,10.6,7.8,57.4,4.8,5.7,49.6,8.6
3382,19.5,13.7,55.9,0.7,3.9,32.2,2.8
2825,8.1,11.5,43.7,10.7,6.2,39.3,6.8
2671,14.6,13.8,61.3,3.2,3.8,41.3,6.5
3314,14,10.1,59.3,3.9,5.5,41.2,8.6
3653,10.6,7.8,57.4,4.8,5.7,49.6,8.6
4032,15.2,10.1,58.3,6.2,5.4,41.7,9.8
4750,15.2,10.1,58.3,6.2,5.4,41.7,9.8
3739,14,10.1,59.3,3.9,5.5,41.2,8.6
3100,10.6,7.8,57.4,4.8,5.7,49.6,8.6
2345,8.9,7.4,45.3,5.2,7.7,53.2,9.6
2866,19.5,13.7,55.9,0.7,3.9,32.2,2.8
4494,22.9,11.5,63,3.4,2.9,32.5,5.3
718,22.9,11.5,63,3.4,2.9,32.5,5.3
3212,15.2,10.1,58.3,6.2,5.4,41.7,9.8
1761,14.6,13.8,61.3,3.2,3.8,41.3,6.5
583,8.1,5.1,56.7,1.7,11,57.2,12.1
782,10.6,7.6,52.9,3.3,10.2,49.9,15.2
2201,10.6,7.6,52.9,3.3,10.2,49.9,15.2
380,10.6,7.6,52.9,3.3,10.2,49.9,15.2
184,5.9,4.2,64.3,0,17.7,58.9,7.1
948,10.6,7.6,52.9,3.3,10.2,49.9,15.2
4404,16.1,12.2,61.1,5.1,3.1,39.5,7.3
4219,15.2,10.1,58.3,6.2,5.4,41.7,9.8
4261,13.7,10.6,63.2,6.1,4.8,45.9,6.7
2384,14.6,13.8,61.3,3.2,3.8,41.3,6.5
4816,8.9,7.4,45.3,5.2,7.7,53.2,9.6
4781,16.1,12.2,61.1,5.1,3.1,39.5,7.3
2630,13.7,10.6,63.2,6.1,4.8,45.9,6.7
3761,14.6,13.8,61.3,3.2,3.8,41.3,6.5
5099,9.4,9.2,46.9,6.2,8.1,53.1,9.6
4018,13.7,10.6,63.2,6.1,4.8,45.9,6.7
3797,9.4,9.2,46.9,6.2,8.1,53.1,9.6
4071,13.7,10.6,63.2,6.1,4.8,45.9,6.7
2846,13.7,10.6,63.2,6.1,4.8,45.9,6.7
684,9.7,6.4,50,0,8,54.9,0
156,9.3,6.1,59.2,2.7,9.5,51.1,10
3464,9.3,6.1,59.2,2.7,9.5,51.1,10
4455,14.6,13.8,61.3,3.2,3.8,41.3,6.5
4489,19.2,13.9,61.7,6.1,3.5,38.7,6.1
4490,13.7,10.6,63.2,6.1,4.8,45.9,6.7
1616,14.5,8.5,55.1,3.5,6.6,46.6,12.3
5074,17.7,12.3,52.1,6.2,3.2,35.5,8.3
5796,22.9,17.9,62.3,5,2.3,30.5,4.4
217,9.3,6.1,59.2,2.7,9.5,51.1,10
4864,16.8,13.7,58,7.8,4.7,40.2,7.1
5949,22.9,17.9,62.3,5,2.3,30.5,4.4
4916,16.8,13.7,58,7.8,4.7,40.2,7.1
4782,18.7,15.1,59.5,9.5,3.9,38.1,6.3
5228,18.7,15.1,59.5,9.5,3.9,38.1,6.3
5176,18.7,15.1,59.5,9.5,3.9,38.1,6.3
3588,15.2,14.5,61.9,4.9,5,42.2,6
2472,14.5,8.5,55.1,3.5,6.6,46.6,12.3
3245,19.2,13.9,61.7,6.1,3.5,38.7,6.1
1226,22.9,17.9,62.3,5,2.3,30.5,4.4
6018,17.7,12.3,52.1,6.2,3.2,35.5,8.3
2293,14.5,8.5,55.1,3.5,6.6,46.6,12.3
3592,15.2,14.5,61.9,4.9,5,42.2,6
940,9.3,6.1,59.2,2.7,9.5,51.1,10
4769,20.9,17.3,63.2,6.7,3,33.7,5.3
5206,22.9,17.9,62.3,5,2.3,30.5,4.4
5246,16.8,13.7,58,7.8,4.7,40.2,7.1
5382,22.9,17.9,62.3,5,2.3,30.5,4.4
4775,22.9,17.9,62.3,5,2.3,30.5,4.4
5263,18.7,15.1,59.5,9.5,3.9,38.1,6.3
5147,18.7,15.1,59.5,9.5,3.9,38.1,6.3
5270,22.2,18.2,62.3,8.5,2.8,33.4,4.7
5602,18.7,15.1,59.5,9.5,3.9,38.1,6.3
4820,20.9,17.3,63.2,6.7,3,33.7,5.3
5645,22.2,18.2,62.3,8.5,2.8,33.4,4.7
4056,20.9,14.6,60.4,4.4,4,34.6,7
4311,15.2,14.5,61.9,4.9,5,42.2,6
2047,18.1,7.7,56.6,2.7,7,44.3,12.4
4551,27.8,14,61.9,0.9,1.7,28.5,0.5
762,21.4,11.9,63.9,2.9,2.5,32.3,3.9
4368,21.4,11.9,63.9,2.9,2.5,32.3,3.9
921,5.9,4.2,64.3,0,17.7,58.9,7.1
5395,22.2,18.2,62.3,8.5,2.8,33.4,4.7
5265,21.4,11.9,63.9,2.9,2.5,32.3,3.9
1985,13.3,9.9,58,2.1,8,48.1,10.7
4325,18.1,7.7,56.6,2.7,7,44.3,12.4
5397,18.7,15.1,59.5,9.5,3.9,38.1,6.3
5309,33.3,30.3,57.1,7.1,4.8,28.7,0
3372,23.6,20.4,62,7.3,3,31.2,5.2
4993,20.9,14.6,60.4,4.4,4,34.6,7
4598,20.9,14.6,60.4,4.4,4,34.6,7
4307,22.7,16.1,61.7,4.2,2.7,32.3,4.7
1113,21.4,11.9,63.9,2.9,2.5,32.3,3.9
5357,22.2,18.2,62.3,8.5,2.8,33.4,4.7
5092,27.3,19.1,64.5,6.8,1.6,26.6,4.9
4931,22.7,16.1,61.7,4.2,2.7,32.3,4.7
4737,20.9,14.6,60.4,4.4,4,34.6,7
4834,27.3,19.1,64.5,6.8,1.6,26.6,4.9
5582,23.6,20.4,62,7.3,3,31.2,5.2
5755,27.3,19.1,64.5,6.8,1.6,26.6,4.9
4718,33.3,30.3,57.1,7.1,4.8,28.7,0
4758,21.1,15.4,59.8,4.1,0.8,30.9,5.2
1107,13.7,10.4,63.1,1.9,2.8,38.9,2.9
5797,23.6,20.4,62,7.3,3,31.2,5.2
1417,23.4,15.2,67,4.2,2.1,31,2.3
5446,25.5,21.9,61.8,6.6,1.7,29.9,5.4
4258,27.3,19.1,64.5,6.8,1.6,26.6,4.9
6145,25.5,21.9,61.8,6.6,1.7,29.9,5.4
5585,23.6,19,63.2,5,2.2,30.4,7.7
4874,29,24.3,66.6,6,1.4,24.6,3.3
2601,5.9,4.2,64.3,0,17.7,58.9,7.1
2923,5.9,4.2,64.3,0,17.7,58.9,7.1
5707,29,24.3,66.6,6,1.4,24.6,3.3
4297,27.3,19.1,64.5,6.8,1.6,26.6,4.9
4120,21,12.9,65.6,3.2,2,32.3,2.3
2473,23.4,15.2,67,4.2,2.1,31,2.3
81,13.7,10.4,63.1,1.9,2.8,38.9,2.9
4731,30.6,15.4,66.4,4.3,1.7,27.2,4.3
5653,28.6,21.4,67.8,4,1.3,24.2,3.1
3029,21,12.9,65.6,3.2,2,32.3,2.3
4840,21.1,15.4,59.8,4.1,0.8,30.9,5.2
4752,32.2,21.4,68.4,3.9,0.7,22.2,3.9
4979,29,24.3,66.6,6,1.4,24.6,3.3
4146,33.3,30.3,57.1,7.1,4.8,28.7,0
5311,32.2,21.4,68.4,3.9,0.7,22.2,3.9
3910,30.6,15.4,66.4,4.3,1.7,27.2,4.3
4714,29,24.3,66.6,6,1.4,24.6,3.3
4662,28.6,21.4,67.8,4,1.3,24.2,3.1
113,13.7,10.4,63.1,1.9,2.8,38.9,2.9
4043,30.6,15.4,66.4,4.3,1.7,27.2,4.3
2086,21,12.9,65.6,3.2,2,32.3,2.3
4526,26.1,18.1,66.1,2.6,1.5,27.5,2.8
4673,28.6,21.4,67.8,4,1.3,24.2,3.1
2429,21.9,14.9,66.9,3.2,1.9,30.6,1.9
4682,20,14,59.8,3.4,3.3,36,4.9
4427,21.9,14.9,66.9,3.2,1.9,30.6,1.9
4860,46.2,21.1,50,0,0,30.8,8.3
5843,28.6,21.4,67.8,4,1.3,24.2,3.1
1747,16.7,8.1,62.1,3.9,5.9,41.6,4.6
3776,21.9,14.9,66.9,3.2,1.9,30.6,1.9
2437,20,14,59.8,3.4,3.3,36,4.9
5002,23.8,17.7,67.2,3.8,2,29.6,1.7
6147,39.8,32.2,65.6,5.7,0.5,16.7,2.5
1974,15.4,11.3,55.5,0.4,5.3,41.4,0.9
1780,21.9,14.9,66.9,3.2,1.9,30.6,1.9
4029,26.1,18.1,66.1,2.6,1.5,27.5,2.8
6091,39.8,32.2,65.6,5.7,0.5,16.7,2.5
4904,36.7,26.7,66.9,4.4,1,19.7,3.2
1217,5.9,4.2,64.3,0,17.7,58.9,7.1
4223,23.8,17.7,67.2,3.8,2,29.6,1.7
5943,39.8,32.2,65.6,5.7,0.5,16.7,2.5
3824,23.8,17.7,67.2,3.8,2,29.6,1.7
5907,36.7,26.7,66.9,4.4,1,19.7,3.2
4473,33.3,30.3,57.1,7.1,4.8,28.7,0
2664,23.8,17.7,67.2,3.8,2,29.6,1.7
5569,39.8,32.2,65.6,5.7,0.5,16.7,2.5
1873,16.7,8.1,62.1,3.9,5.9,41.6,4.6
4546,23.8,17.7,67.2,3.8,2,29.6,1.7
4520,23.3,17.5,66.4,3.9,2.3,31.1,3.2
3623,25.5,16.7,67.8,5.3,2.1,29.6,2.1
6052,39.8,32.2,65.6,5.7,0.5,16.7,2.5
349,8.4,6.1,61.7,2.1,8.9,51.1,4.1
5870,25.5,16.7,67.8,5.3,2.1,29.6,2.1
3780,23.3,17.5,66.4,3.9,2.3,31.1,3.2
355,8.4,6.1,61.7,2.1,8.9,51.1,4.1
1676,23.8,17.7,67.2,3.8,2,29.6,1.7
4381,23.3,17.5,66.4,3.9,2.3,31.1,3.2
4740,25.5,16.7,67.8,5.3,2.1,29.6,2.1
5537,33.3,30.3,57.1,7.1,4.8,28.7,0
1371,5.9,4.2,64.3,0,17.7,58.9,7.1
738,10.7,10.8,64.9,2.4,6,43.1,1.6
2281,11.1,11.2,60.7,4,10.3,50,2.8
3541,23.3,17.5,66.4,3.9,2.3,31.1,3.2
467,8.4,6.1,61.7,2.1,8.9,51.1,4.1
4806,25.5,16.7,67.8,5.3,2.1,29.6,2.1
247,5.9,4.2,64.3,0,17.7,58.9,7.1
4277,23.3,17.5,66.4,3.9,2.3,31.1,3.2
1516,9.7,6.4,50,0,8,54.9,0
368,8.4,6.1,61.7,2.1,8.9,51.1,4.1
2035,5.9,4.2,64.3,0,17.7,58.9,7.1
5093,20.9,15.5,62,4.6,4.3,36.5,4
5772,20.9,15.5,62,4.6,4.3,36.5,4
4085,20.9,15.5,62,4.6,4.3,36.5,4
4922,20.9,15.5,62,4.6,4.3,36.5,4
152,8.8,8.4,59.5,2.2,8.1,49.8,5.3
2252,8.3,7.6,58.5,3.3,10.6,55.2,1.8
4603,16.1,14.5,65.7,2.3,4.5,40.2,3.3
2054,8.8,8.4,59.5,2.2,8.1,49.8,5.3
3718,16.1,14.5,65.7,2.3,4.5,40.2,3.3
4155,16.1,14.5,65.7,2.3,4.5,40.2,3.3
2896,16.1,14.5,65.7,2.3,4.5,40.2,3.3
107,5.9,4.2,64.3,0,17.7,58.9,7.1
1527,16.1,14.5,65.7,2.3,4.5,40.2,3.3
134,8.3,5.3,61.8,1.3,12.4,56.7,4.1
520,8,6.1,58.8,4.1,8.7,54.3,4.2
776,8,6.1,58.8,4.1,8.7,54.3,4.2
613,8,6.1,58.8,4.1,8.7,54.3,4.2
1528,8,6.1,58.8,4.1,8.7,54.3,4.2
330,5.9,4.2,64.3,0,17.7,58.9,7.1
1544,15.4,11.3,55.5,0.4,5.3,41.4,0.9
932,14.8,8.6,45.3,0.7,5.9,40.9,0.7
1222,12.7,14.1,46.8,0.8,7,46.9,1.6
726,15.7,6.7,36.3,0,4.9,38.3,1.4
3400,33.3,30.3,57.1,7.1,4.8,28.7,0
4506,33.3,30.3,57.1,7.1,4.8,28.7,0
1909,10.8,7.1,65.7,4.3,4.7,47.2,2.3
2442,10.8,7.1,65.7,4.3,4.7,47.2,2.3
979,10.8,7.1,65.7,4.3,4.7,47.2,2.3
766,10.8,7.1,65.7,4.3,4.7,47.2,2.3
2025,27.8,14,61.9,0.9,1.7,28.5,0.5
1783,27.8,14,61.9,0.9,1.7,28.5,0.5
1045,13,10.3,63.4,1.1,3.5,40.6,2.7
1264,13,10.3,63.4,1.1,3.5,40.6,2.7
1035,9.9,3.6,65.8,1.8,5.3,45.1,2.7
1228,13,10.3,63.4,1.1,3.5,40.6,2.7
2519,9.2,5.9,71.2,2.5,6.2,48.8,2.5
1357,17.2,5.2,72.4,2.9,5.5,39.9,1.9
2205,11.4,5.4,67.9,3.1,8.1,48.9,3.1
1759,11.4,5.4,67.9,3.1,8.1,48.9,3.1
1755,11.4,5.4,67.9,3.1,8.1,48.9,3.1
4141,18.6,9.9,66.6,3.1,5.2,36.1,3.7
2967,17.6,4.9,66.7,4.3,5.3,46.5,2.5
1004,17.6,4.9,66.7,4.3,5.3,46.5,2.5
2450,13,10.3,63.4,1.1,3.5,40.6,2.7
981,9.2,5.9,71.2,2.5,6.2,48.8,2.5
1364,10.8,7.1,65.7,4.3,4.7,47.2,2.3
3719,23.4,15.2,67,4.2,2.1,31,2.3
3648,19,22.4,55.3,6.6,2,30,3.9
5130,25,15.1,69.9,4.1,2.4,31.1,2.4
173,25,15.1,69.9,4.1,2.4,31.1,2.4
1862,12.5,15.4,28.6,0,0,75,0
418,15.3,4.8,64.8,2.9,5.1,42.8,3.6
2338,15.3,4.8,64.8,2.9,5.1,42.8,3.6
1067,12,6.9,61.4,0.9,3.4,36,1.7
894,20.3,10.5,66.2,2.2,2.5,33.9,5.5
3086,12.2,9.4,27.8,0,7.3,46.4,2.8
911,16.5,8.5,40.9,0,2.1,37.8,0.4
2902,23.6,8.1,58.1,0.4,3.6,35.2,0.4
1664,21.2,13.7,53.4,0,2.7,28.4,0.5
899,18,9.4,41.9,0,1.3,34.9,0.3
785,23.6,8.1,58.1,0.4,3.6,35.2,0.4
798,21.5,8.9,62.4,0.2,2,33.3,2.5
1648,21.5,8.9,62.4,0.2,2,33.3,2.5
434,14.5,8.5,45.5,0.5,3.9,34.5,0.5
1211,21.8,11.1,51.7,0.2,2.7,30.9,0.8
779,15.9,5.9,60.7,0.4,4,39.1,0
1141,18,9.4,41.9,0,1.3,34.9,0.3
280,17.5,10.4,55.5,0.4,3.4,36.4,0.9
781,21.8,11.1,51.7,0.2,2.7,30.9,0.8
681,15.9,5.9,60.7,0.4,4,39.1,0
512,21.8,11.1,51.7,0.2,2.7,30.9,0.8
2264,21.8,11.1,51.7,0.2,2.7,30.9,0.8
1251,24.7,12.4,63.6,0,2.8,31.9,1
1172,6.1,30.1,41.2,0.4,1.1,29.6,10.1
3348,6.1,30.1,41.2,0.4,1.1,29.6,10.1
863,15.1,8.2,60.6,0.7,5.2,38.5,1.7
1450,19.8,11.7,59.5,0.4,2.7,33.6,0.8
629,17.5,10.4,55.5,0.4,3.4,36.4,0.9
229,17.5,10.4,55.5,0.4,3.4,36.4,0.9
300,13.3,11.9,64,1.1,3.5,37.3,0.6
750,15,6.9,59.1,0,4.7,41,0.6
987,17.6,11.5,64.7,1.3,3.1,33.2,1.5
91,13.3,11.9,64,1.1,3.5,37.3,0.6
1422,13.8,13,68.3,1.5,3.4,39.9,0.7
1797,17.6,11.5,64.7,1.3,3.1,33.2,1.5
1007,17.6,11.5,64.7,1.3,3.1,33.2,1.5
222,13.3,11.9,64,1.1,3.5,37.3,0.6
413,17.6,11.5,64.7,1.3,3.1,33.2,1.5
468,15,11.1,64.4,1.5,2.6,37.8,1.4
627,15,11.1,64.4,1.5,2.6,37.8,1.4
929,15,11.1,64.4,1.5,2.6,37.8,1.4
1010,17.5,10.4,55.5,0.4,3.4,36.4,0.9
283,17.5,10.4,55.5,0.4,3.4,36.4,0.9
397,15.1,8.2,60.6,0.7,5.2,38.5,1.7
1772,15.1,8.2,60.6,0.7,5.2,38.5,1.7
415,15.8,9.2,52.4,0.5,3.8,38.1,0.8
519,15.8,9.2,52.4,0.5,3.8,38.1,0.8
1888,15.8,9.2,52.4,0.5,3.8,38.1,0.8
1130,10,7.2,61.7,2.5,11.2,42.9,3.2
199,11,6.4,62.5,2,8,45.7,2.4
220,11,6.4,62.5,2,8,45.7,2.4
317,13.5,6.3,54.9,0.3,6.2,40.2,1.5
154,10.5,6.6,64.3,1.9,4.7,42.5,2.2
438,10.5,6.6,64.3,1.9,4.7,42.5,2.2
686,13.5,6.3,54.9,0.3,6.2,40.2,1.5
593,18.2,7.4,54.1,0,3.6,35.7,0.8
511,11.8,7.9,56.3,0.5,7.7,45.7,2.3
139,11.8,7.9,56.3,0.5,7.7,45.7,2.3
1640,15,11.1,64.4,1.5,2.6,37.8,1.4
1437,15,11.1,64.4,1.5,2.6,37.8,1.4
1071,15,11.1,64.4,1.5,2.6,37.8,1.4
2017,13.3,11.9,64,1.1,3.5,37.3,0.6
1901,11.9,11.2,66,1.5,4,42.7,0.8
1630,11.9,11.2,66,1.5,4,42.7,0.8
2291,11.9,11.2,66,1.5,4,42.7,0.8
1849,11.9,11.2,66,1.5,4,42.7,0.8
957,13.8,13,68.3,1.5,3.4,39.9,0.7
598,13.8,13,68.3,1.5,3.4,39.9,0.7
600,13.8,13,68.3,1.5,3.4,39.9,0.7
476,13.8,13,68.3,1.5,3.4,39.9,0.7
787,11,6.4,62.5,2,8,45.7,2.4
484,11,6.4,62.5,2,8,45.7,2.4
526,11,6.4,62.5,2,8,45.7,2.4
140,15,6.9,59.1,0,4.7,41,0.6
24,15,6.9,59.1,0,4.7,41,0.6
144,10.2,7.8,64,0,6,46.5,0.5
79,10.5,6.6,64.3,1.9,4.7,42.5,2.2
78,15.8,9.2,52.4,0.5,3.8,38.1,0.8
568,13.5,6.3,54.9,0.3,6.2,40.2,1.5
294,11,6.4,62.5,2,8,45.7,2.4
215,24.7,12.4,63.6,0,2.8,31.9,1
2709,24.7,12.4,63.6,0,2.8,31.9,1
167,10.5,6.6,64.3,1.9,4.7,42.5,2.2
48,10.5,6.6,64.3,1.9,4.7,42.5,2.2
691,13,3.1,14.3,0,0,34.7,0
768,17.2,11,29.6,0.3,0.8,32.7,1
1382,14.9,7,30.9,0,1.3,33.4,0.6
1749,17.2,11,29.6,0.3,0.8,32.7,1
887,14.9,7,30.9,0,1.3,33.4,0.6
529,13,3.1,14.3,0,0,34.7,0
711,19.5,6.8,42.4,0,1,33.1,0.4
780,17.7,10.3,54.2,0,2.6,36.1,3.7
1753,17.7,10.3,54.2,0,2.6,36.1,3.7
504,19.5,6.8,42.4,0,1,33.1,0.4
289,14.2,6.6,34.3,0,1.4,34.1,0.7
1742,19.5,6.8,42.4,0,1,33.1,0.4
3369,34.3,11,66.3,0,0.5,21.3,1.7
3134,34.3,11,66.3,0,0.5,21.3,1.7
1096,27.1,10.1,63.4,0,0.9,26.1,2.2
2969,34.3,11,66.3,0,0.5,21.3,1.7
4103,24.6,11,61.6,0,1.9,30.2,2.4
1472,24.1,8,64.6,0,1.3,28.4,2.1
3114,24.6,11,61.6,0,1.9,30.2,2.4
409,19.5,6.8,42.4,0,1,33.1,0.4
1748,24.6,11,61.6,0,1.9,30.2,2.4
532,21.2,6.2,38.4,0.3,2.3,30.9,0.7
3593,25.6,8.5,43.5,0,2.6,30.8,4.3
1324,25.6,8.5,43.5,0,2.6,30.8,4.3
1080,24.1,8,64.6,0,1.3,28.4,2.1
916,26.5,8,55.1,0,1.5,24.7,1
4148,25.6,8.5,43.5,0,2.6,30.8,4.3
1412,24.1,8,64.6,0,1.3,28.4,2.1
3779,32.3,14.5,65.7,0,0.7,22.6,2.3
2600,26.6,8.5,62.1,0.3,1.6,27.6,1.9
3505,32.3,14.5,65.7,0,0.7,22.6,2.3
3174,33.2,9.6,61.4,0,0.7,24.9,3.9
1144,26.6,8.5,62.1,0.3,1.6,27.6,1.9
4446,32.3,14.5,65.7,0,0.7,22.6,2.3
3330,26.6,8.5,62.1,0.3,1.6,27.6,1.9
2675,29.5,14.8,66.6,0,0.8,24,1.8
3506,32.3,14.5,65.7,0,0.7,22.6,2.3
4147,29.5,14.8,66.6,0,0.8,24,1.8
2302,29.5,14.8,66.6,0,0.8,24,1.8
406,21.2,6.2,38.4,0.3,2.3,30.9,0.7
528,26.5,8,55.1,0,1.5,24.7,1
573,19.4,9.1,33.4,0,1.8,28.8,0.6
2261,30.9,16.2,61.9,0,0.6,26.1,0.4
3591,30.9,16.2,61.9,0,0.6,26.1,0.4
1620,19.4,9.1,33.4,0,1.8,28.8,0.6
1575,21.2,6.2,38.4,0.3,2.3,30.9,0.7
2392,19.4,9.1,33.4,0,1.8,28.8,0.6
643,19.6,8.6,44.5,0,1.9,32.1,0.5
2393,26.3,13.1,62.2,0,1.7,29.4,1.7
1215,26.3,13.1,62.2,0,1.7,29.4,1.7
83,18,6.7,58.5,0,2.4,37.9,0.7
865,11.1,6.8,34.5,0,5.6,44.5,0
561,25.7,11.5,63.5,0,1.1,27.6,1.3
478,19.6,8.6,44.5,0,1.9,32.1,0.5
102,25.1,6.8,61.6,0.8,1.7,30.2,2.4
1571,25.1,6.8,61.6,0.8,1.7,30.2,2.4
34,25.1,6.8,61.6,0.8,1.7,30.2,2.4
264,18,6.7,58.5,0,2.4,37.9,0.7
269,18,4.4,39.8,0.4,2.3,35.7,0.7
1084,25.6,12.6,67.8,0.7,1.1,29.1,2.1
1874,25.6,12.6,67.8,0.7,1.1,29.1,2.1
266,21.4,5,63.9,0.4,2.2,32.7,1.9
5465,25.6,12.6,67.8,0.7,1.1,29.1,2.1
118,25.7,11.5,63.5,0,1.1,27.6,1.3
1704,21,10.1,62.7,0.9,2.1,33.6,1.8
1996,22.4,7.9,59.8,0.5,3.3,34.2,2.9
3875,25.7,11.5,63.5,0,1.1,27.6,1.3
3023,30.6,11.6,66.8,1.3,1.1,24.7,1.3
3286,22.4,7.9,59.8,0.5,3.3,34.2,2.9
1633,22.4,7.9,59.8,0.5,3.3,34.2,2.9
1535,25.7,12,65.5,0.2,1.9,30.2,2.2
1469,25.7,12,65.5,0.2,1.9,30.2,2.2
4639,30.6,11.6,66.8,1.3,1.1,24.7,1.3
552,18,4.4,39.8,0.4,2.3,35.7,0.7
3605,27.2,12.4,69,0.5,1.7,28.6,1.7
2068,25.7,8.9,59.6,0,2.3,28.8,3.5
1635,22.4,7.9,59.8,0.5,3.3,34.2,2.9
5045,31.7,13.3,62.5,1,0.8,22.4,2.6
1932,25.7,8.9,59.6,0,2.3,28.8,3.5
3972,27.2,12.4,69,0.5,1.7,28.6,1.7
2477,25.7,12,65.5,0.2,1.9,30.2,2.2
4068,31.7,13.3,62.5,1,0.8,22.4,2.6
2352,25.7,12,65.5,0.2,1.9,30.2,2.2
2137,27.2,12.4,69,0.5,1.7,28.6,1.7
2811,25.8,11,57.4,1.1,2.5,29.7,2.5
2431,29.4,11.8,64.7,0.5,0.7,23.8,1.6
3670,30.4,14.1,62.9,0.5,0.9,26.6,2
2074,25.7,8.9,59.6,0,2.3,28.8,3.5
4513,25.5,13.6,58.5,0.3,2.4,29,2.5
2612,25.8,11,57.4,1.1,2.5,29.7,2.5
4126,25.8,11,57.4,1.1,2.5,29.7,2.5
3019,25.5,13.6,58.5,0.3,2.4,29,2.5
4263,29.8,14.3,68.4,1.1,0.8,25.4,1.9
4354,30.4,14.1,62.9,0.5,0.9,26.6,2
1661,24.8,13.8,49.1,0,1.3,28.6,0.3
448,23.4,6.5,45.5,0,2.7,32.8,0.8
4519,23.4,14.3,45.7,0,1.6,34.5,2.2
4328,23.4,14.3,45.7,0,1.6,34.5,2.2
4856,30.4,14.1,62.9,0.5,0.9,26.6,2
1267,25.4,11.4,58.5,0,1,27.3,0.4
2169,38.6,13.5,65.4,0.3,0.4,18.9,2.3
3597,38.6,13.5,65.4,0.3,0.4,18.9,2.3
4051,38.6,13.5,65.4,0.3,0.4,18.9,2.3
3832,33.4,15.2,72.4,0,0.7,22.6,2.5
1473,33.4,15.2,72.4,0,0.7,22.6,2.5
1801,33.4,15.2,72.4,0,0.7,22.6,2.5
1712,24.8,13.8,49.1,0,1.3,28.6,0.3
